Model,Train_Samples,Test_Samples,Full_RMSE,Full_MAE,Full_R2,Heldout_RMSE,Heldout_MAE,Heldout_R2
ANN,2892,724,7.395826756968693,5.4897710243157585,0.34341828712332634,7.570302007223049,5.684672972115364,0.36130781709197046
